Order Number,Shipper Name,Created At,Delivered At,Billing Type,Amount,Currency,Country,AWB
396711,Aramex,2024-01-16,2024-01-20,cash,12.825,USD,LB,8596265112
396712,Aramex,2024-01-17,2024-01-18,cash,5.8,USD,LB,8596265113
396713,Aramex,2024-01-17,2024-01-22,cash,6.45,USD,LB,8596265114
396714,Aramex,2024-01-17,2024-01-18,cash,18.85,USD,LB,8596265115
396715,Aramex,2024-01-17,2024-01-22,cash,27.83,USD,LB,8596265116
396716,Aramex,2024-01-17,2024-01-19,cash,19.225,USD,LB,8596265117
396717,Aramex,2024-01-17,2024-01-19,cash,29.81,USD,LB,8596265118
396718,Aramex,2024-01-17,2024-01-22,cash,29.325,USD,LB,8596265119
396719,Aramex,2024-01-17,2024-01-19,cash,12.55,USD,LB,8596265120
396720,Aramex,2024-01-17,2024-01-19,cash,15.03,USD,LB,8596265121
396721,Aramex,2024-01-17,2024-01-22,cash,13.475,USD,LB,8596265122
396722,Cosmaline,2024-01-17,2024-01-25,cash,5.8,USD,LB,8596265123
396723,Aramex,2024-01-17,2024-01-19,cash,1.955,USD,LB,8596265124
396724,Aramex,2024-01-17,2024-01-23,cash,4.4,USD,LB,8596265125
396725,Aramex,2024-01-17,2024-01-22,cash,3.87,USD,LB,8596265126
396726,Aramex,2024-01-17,2024-01-19,cash,26.4,USD,LB,8596265127
396727,Aramex,2024-01-17,2024-01-19,cash,10.25,USD,LB,8596265128
396728,Cosmaline,2024-01-17,2024-02-15,cash,28.015,USD,LB,8596265129
396729,Aramex,2024-01-17,2024-01-19,cash,9.725,USD,LB,8596265130
396730,Aramex,2024-01-17,2024-01-19,cash,10.27,USD,LB,8596265131
396731,Aramex,2024-01-17,2024-01-19,cash,13.4,USD,LB,8596265132
396732,Aramex,2024-01-17,2024-01-19,cash,5.78,USD,LB,8596265133
396733,Cosmaline,2024-01-17,2024-02-20,cash,24.34,USD,LB,8596265134
396734,Cosmaline,2024-01-17,2024-02-20,cash,37.635,USD,LB,8596265135
396735,Aramex,2024-01-17,2024-01-24,cash,12.78,USD,LB,8596265136
396736,Aramex,2024-01-17,2024-01-19,cash,9.35,USD,LB,8596265137
396737,Aramex,2024-01-17,2024-01-19,cash,6.675,USD,LB,8596265138
396739,Aramex,2024-01-17,2024-01-19,cash,12.37,USD,LB,8596265140
396740,Cosmaline,2024-01-17,2024-02-20,cash,163.57,USD,LB,8596265141
396741,Aramex,2024-01-17,2024-01-20,cash,8.645,USD,LB,8596265142
396742,Aramex,2024-01-17,2024-01-19,cash,6.31,USD,LB,8596265143
396743,Aramex,2024-01-17,2024-01-22,cash,10.11,USD,LB,8596265144
396744,Aramex,2024-01-17,2024-01-22,cash,6.9,USD,LB,8596265145
396745,Aramex,2024-01-17,2024-01-19,cash,18.74,USD,LB,8596265146
396746,Aramex,2024-01-17,2024-01-22,cash,12.55,USD,LB,8596265147
396747,Aramex,2024-01-17,2024-01-19,cash,13.065,USD,LB,8596265148
396748,Aramex,2024-01-17,2024-01-23,cash,5.775,USD,LB,8596265149
396749,Aramex,2024-01-17,2024-01-19,cash,20.845,USD,LB,8596265150
396750,Cosmaline,2024-01-17,2024-01-22,cash,9.815,USD,LB,8596265151
396751,Aramex,2024-01-17,2024-01-20,cash,24.55,USD,LB,8596265152
396752,Aramex,2024-01-17,2024-01-22,cash,5.825,USD,LB,8596265153
396753,Cosmaline,2024-01-17,2024-02-20,cash,44.4,USD,LB,8596265154
396754,Aramex,2024-01-17,2024-01-19,cash,7.44,USD,LB,8596265155
396755,Aramex,2024-01-17,2024-01-20,cash,12.625,USD,LB,8596265156
396756,Aramex,2024-01-17,2024-01-20,cash,18.985,USD,LB,8596265157
396757,Aramex,2024-01-17,2024-01-19,cash,7.5,USD,LB,8596265158
396758,Aramex,2024-01-17,2024-01-24,cash,5.95,USD,LB,8596265159
396759,Aramex,2024-01-17,2024-01-19,cash,24.075,USD,LB,8596265160
396760,Aramex,2024-01-17,2024-01-20,cash,9.825,USD,LB,8596265161
396761,Cosmaline,2024-01-17,2024-02-20,cash,25.085,USD,LB,8596265162
396762,Aramex,2024-01-17,2024-01-20,cash,12.915,USD,LB,8596265163
396763,Aramex,2024-01-17,2024-01-19,cash,4.72,USD,LB,8596265164
396764,Aramex,2024-01-17,2024-01-23,cash,11.5,USD,LB,8596265165
396765,Aramex,2024-01-17,2024-01-19,cash,13.9,USD,LB,8596265166
396766,Aramex,2024-01-17,2024-01-22,cash,7.835,USD,LB,8596265167
396767,Aramex,2024-01-17,2024-01-19,cash,13.69,USD,LB,8596265168
396768,Aramex,2024-01-17,2024-01-19,cash,21.16,USD,LB,8596265169
396769,Aramex,2024-01-17,2024-01-19,cash,10.245,USD,LB,8596265170
396770,Aramex,2024-01-17,2024-01-19,cash,17.32,USD,LB,8596265171
396771,Aramex,2024-01-17,2024-01-19,cash,12.685,USD,LB,8596265172
396772,Aramex,2024-01-17,2024-01-19,cash,7.0,USD,LB,8596265173
396773,Aramex,2024-01-17,2024-01-23,cash,6.725,USD,LB,8596265174
396774,Aramex,2024-01-17,2024-01-22,cash,4.4,USD,LB,8596265175
396775,Aramex,2024-01-17,2024-01-24,cash,12.645,USD,LB,8596265176
396776,Aramex,2024-01-17,2024-01-19,cash,13.225,USD,LB,8596265177
396777,Aramex,2024-01-17,2024-01-19,cash,7.15,USD,LB,8596265178
396778,Aramex,2024-01-17,2024-01-19,cash,8.185,USD,LB,8596265179
396779,Aramex,2024-01-17,2024-01-22,cash,13.25,USD,LB,8596265180
396781,Aramex,2024-01-17,2024-01-22,cash,3.74,USD,LB,8596265182
396782,Aramex,2024-01-17,2024-01-23,cash,9.745,USD,LB,8596265183
396783,Aramex,2024-01-17,2024-01-19,cash,6.675,USD,LB,8596265184
396784,Aramex,2024-01-17,2024-01-22,cash,22.825,USD,LB,8596265185
396785,Aramex,2024-01-17,2024-01-19,cash,12.805,USD,LB,8596265186
396786,Aramex,2024-01-17,2024-01-20,cash,4.525,USD,LB,8596265187
396787,Aramex,2024-01-17,2024-01-22,cash,6.2,USD,LB,8596265188
396788,Aramex,2024-01-17,2024-01-20,cash,12.9,USD,LB,8596265189
396789,Aramex,2024-01-17,2024-01-19,cash,15.02,USD,LB,8596265190
396790,Cosmaline,2024-01-17,2024-02-20,cash,12.685,USD,LB,8596265191
396791,Aramex,2024-01-17,2024-01-25,cash,6.2,USD,LB,8596265192
396792,Aramex,2024-01-17,2024-01-19,cash,5.525,USD,LB,8596265193
396793,Aramex,2024-01-17,2024-01-22,cash,25.145,USD,LB,8596265194
396794,Aramex,2024-01-17,2024-01-19,cash,26.9,USD,LB,8596265195
396795,Aramex,2024-01-17,2024-01-19,cash,11.985,USD,LB,8596265196
396796,Aramex,2024-01-17,2024-01-20,cash,7.375,USD,LB,8596265197
396797,Aramex,2024-01-17,2024-01-22,cash,3.235,USD,LB,8596265198
396798,Aramex,2024-01-17,2024-01-20,cash,13.77,USD,LB,8596265199
396799,Cosmaline,2024-01-17,2024-01-25,cybersource,41.0,USD,LB,8596265200
396800,Aramex,2024-01-17,2024-01-19,cash,12.95,USD,LB,8596265201
396801,Aramex,2024-01-17,2024-01-20,cash,13.355,USD,LB,8596265202
396802,Aramex,2024-01-18,2024-01-19,cash,9.14,USD,LB,8596265203
396803,Aramex,2024-01-18,2024-01-19,cash,13.0,USD,LB,8596265204
396804,Aramex,2024-01-18,2024-01-24,cash,13.68,USD,LB,8596265205
396805,Aramex,2024-01-18,2024-01-19,cash,14.255,USD,LB,8596265206
396806,Aramex,2024-01-18,2024-01-20,cash,9.325,USD,LB,8596265207
396807,Aramex,2024-01-18,2024-01-20,cash,12.765,USD,LB,8596265208
396808,Aramex,2024-01-18,2024-01-19,cash,17.0,USD,LB,8596265209
396809,Aramex,2024-01-18,2024-01-23,cash,6.975,USD,LB,8596265210
396810,Cosmaline,2024-01-18,2024-01-24,cash,14.295,USD,LB,8596265211
396811,Aramex,2024-01-18,2024-01-20,cash,5.42,USD,LB,8596265212
396812,Aramex,2024-01-18,2024-01-19,cash,7.2,USD,LB,8596265213
396813,Aramex,2024-01-18,2024-01-22,cash,14.58,USD,LB,8596265214
396814,Aramex,2024-01-18,2024-01-23,cash,7.825,USD,LB,8596265215
396815,Aramex,2024-01-18,2024-01-22,cash,13.175,USD,LB,8596265216
396816,Aramex,2024-01-18,2024-01-20,cash,16.95,USD,LB,8596265217
396817,Aramex,2024-01-18,2024-01-24,cash,13.225,USD,LB,8596265218
396818,Cosmaline,2024-01-18,2024-01-30,cash,19.35,USD,LB,8596265219
396820,Aramex,2024-01-18,2024-01-22,cash,12.55,USD,LB,8596265221
396821,Aramex,2024-01-18,2024-01-24,cash,6.2,USD,LB,8596265222
396822,Aramex,2024-01-18,2024-01-20,cash,10.72,USD,LB,8596265223
396823,Aramex,2024-01-18,2024-01-26,cash,12.815,USD,LB,8596265224
396824,Aramex,2024-01-18,2024-01-24,cash,7.85,USD,LB,8596265225
396825,Aramex,2024-01-18,2024-01-22,cash,16.075,USD,LB,8596265226
396826,Cosmaline,2024-01-18,2024-01-30,cash,12.7,USD,LB,8596265227
396827,Aramex,2024-01-18,2024-01-20,cash,17.12,USD,LB,8596265228
396828,Aramex,2024-01-18,2024-01-20,cash,12.635,USD,LB,8596265229
396829,Aramex,2024-01-18,2024-01-20,cash,37.305,USD,LB,8596265230
396830,Aramex,2024-01-18,2024-01-22,cash,13.305,USD,LB,8596265231
396831,Aramex,2024-01-18,2024-01-23,cash,5.825,USD,LB,8596265232
396832,Aramex,2024-01-18,2024-01-22,cash,6.7,USD,LB,8596265233
396833,Aramex,2024-01-18,2024-01-22,cash,15.65,USD,LB,8596265234
396834,Aramex,2024-01-18,2024-01-23,cash,3.805,USD,LB,8596265235
396835,Aramex,2024-01-18,2024-01-23,cash,12.77,USD,LB,8596265236
396836,Aramex,2024-01-18,2024-01-20,cash,16.42,USD,LB,8596265237
396837,Aramex,2024-01-18,2024-02-01,cash,10.79,USD,LB,8596265238
396838,Aramex,2024-01-18,2024-01-22,cash,12.4,USD,LB,8596265239
396839,Aramex,2024-01-18,2024-01-22,cash,5.2,USD,LB,8596265240
396840,Aramex,2024-01-18,2024-01-22,cash,12.555,USD,LB,8596265241
396841,Aramex,2024-01-18,2024-01-22,cash,5.65,USD,LB,8596265242
396842,Aramex,2024-01-18,2024-01-20,cash,11.765,USD,LB,8596265243
396843,Cosmaline,2024-01-18,2024-02-20,cash,0.0,USD,LB,8596265244
396844,Aramex,2024-01-18,2024-01-22,cash,7.225,USD,LB,8596265245
396845,Aramex,2024-01-18,2024-01-20,cash,5.315,USD,LB,8596265246
396846,Aramex,2024-01-18,2024-01-20,cash,20.635,USD,LB,8596265247
396847,Aramex,2024-01-18,2024-01-20,cash,4.7,USD,LB,8596265248
396848,Aramex,2024-01-18,2024-01-22,cash,14.875,USD,LB,8596265249
396849,Aramex,2024-01-18,2024-01-20,cash,19.25,USD,LB,8596265250
396850,Aramex,2024-01-18,2024-01-20,cash,7.185,USD,LB,8596265251
396851,Aramex,2024-01-18,2024-01-22,cash,2.425,USD,LB,8596265252
396852,Aramex,2024-01-18,2024-01-20,cash,6.075,USD,LB,8596265253
396853,Aramex,2024-01-18,2024-01-20,cash,13.325,USD,LB,8596265254
396854,Cosmaline,2024-01-18,2024-01-30,cash,53.99,USD,LB,8596265255
396855,Aramex,2024-01-18,2024-01-20,cash,12.59,USD,LB,8596265256
396856,Aramex,2024-01-18,2024-01-20,cash,11.44,USD,LB,8596265257
396857,Cosmaline,2024-01-18,2024-01-24,cash,22.825,USD,LB,8596265258
396858,Aramex,2024-01-18,2024-01-23,cash,8.715,USD,LB,8596265259
396859,Aramex,2024-01-18,2024-01-20,cash,13.55,USD,LB,8596265260
396860,Aramex,2024-01-18,2024-01-20,cash,15.375,USD,LB,8596265261
396861,Aramex,2024-01-18,2024-01-22,cash,13.07,USD,LB,8596265262
396862,Aramex,2024-01-18,2024-01-22,cash,5.825,USD,LB,8596265263
396863,Aramex,2024-01-18,2024-01-22,cash,21.76,USD,LB,8596265264
396864,Aramex,2024-01-18,2024-01-22,cash,12.9,USD,LB,8596265265
396865,Aramex,2024-01-18,2024-01-24,cash,15.025,USD,LB,8596265266
396866,Aramex,2024-01-18,2024-01-20,cash,7.315,USD,LB,8596265267
396867,Aramex,2024-01-18,2024-01-23,cash,19.445,USD,LB,8596265268
396868,Cosmaline,2024-01-18,2024-01-26,cash,87.24,USD,LB,8596265269
396869,Aramex,2024-01-18,2024-01-22,cash,10.255,USD,LB,8596265270
396870,Aramex,2024-01-18,2024-01-22,cash,6.44,USD,LB,8596265271
396871,Aramex,2024-01-18,2024-01-20,cash,4.47,USD,LB,8596265272
396872,Aramex,2024-01-18,2024-01-24,cash,20.6,USD,LB,8596265273
396873,Aramex,2024-01-18,2024-01-22,cash,5.825,USD,LB,8596265274
396874,Aramex,2024-01-18,2024-01-22,cash,12.79,USD,LB,8596265275
396875,Aramex,2024-01-18,2024-01-22,cash,2.21,USD,LB,8596265276
396876,Aramex,2024-01-18,2024-01-23,cash,13.065,USD,LB,8596265277
396877,Aramex,2024-01-18,2024-01-22,cash,12.85,USD,LB,8596265278
396878,Cosmaline,2024-01-18,2024-01-24,cash,14.6,USD,LB,8596265279
396879,Aramex,2024-01-18,2024-01-22,cash,6.68,USD,LB,8596265280
396880,Aramex,2024-01-19,2024-01-20,cash,7.6,USD,LB,8596265281
396881,Aramex,2024-01-19,2024-01-22,cash,9.16,USD,LB,8596265282
396882,Aramex,2024-01-19,2024-01-24,cash,4.375,USD,LB,8596265283
396883,Aramex,2024-01-19,2024-01-20,cash,3.275,USD,LB,8596265284
396884,Aramex,2024-01-19,2024-01-20,cash,8.225,USD,LB,8596265285
396885,Aramex,2024-01-19,2024-01-20,cash,15.3,USD,LB,8596265286
396886,Aramex,2024-01-19,2024-01-20,cash,13.11,USD,LB,8596265287
396887,Aramex,2024-01-19,2024-01-22,cash,12.58,USD,LB,8596265288
396888,Aramex,2024-01-19,2024-01-22,cash,15.225,USD,LB,8596265289
396889,Aramex,2024-01-19,2024-01-26,cash,13.45,USD,LB,8596265290
396890,Aramex,2024-01-19,2024-01-25,cash,15.25,USD,LB,8596265291
396891,Aramex,2024-01-19,2024-01-24,cash,13.26,USD,LB,8596265292
396892,Aramex,2024-01-19,2024-01-23,cash,13.0,USD,LB,8596265293
396893,Aramex,2024-01-19,2024-01-29,cash,5.4,USD,LB,8596265294
396894,Aramex,2024-01-19,2024-01-24,cash,6.2,USD,LB,8596265295
396895,Aramex,2024-01-19,2024-01-23,cash,19.825,USD,LB,8596265296
396896,Cosmaline,2024-01-19,2024-01-24,cash,17.98,USD,LB,8596265297
396897,Aramex,2024-01-19,2024-01-24,cash,12.4,USD,LB,8596265298
396898,Aramex,2024-01-19,2024-01-24,cash,8.075,USD,LB,8596265299
396899,Aramex,2024-01-19,2024-01-23,cash,5.9,USD,LB,8596265300
396900,Aramex,2024-01-19,2024-01-23,cash,7.145,USD,LB,8596265301
396901,Aramex,2024-01-19,2024-01-23,cash,4.875,USD,LB,8596265302
396902,Aramex,2024-01-19,2024-01-23,cash,13.275,USD,LB,8596265303
396904,Aramex,2024-01-19,2024-01-23,cash,12.305,USD,LB,8596265305
396905,Aramex,2024-01-19,2024-01-26,cash,12.7,USD,LB,8596265306
396906,Aramex,2024-01-19,2024-01-24,cash,10.6,USD,LB,8596265307
396907,Aramex,2024-01-19,2024-01-25,cash,10.64,USD,LB,8596265308
396908,Aramex,2024-01-19,2024-01-23,cash,18.075,USD,LB,8596265309
396909,Aramex,2024-01-19,2024-01-27,cash,8.895,USD,LB,8596265310
396910,Aramex,2024-01-19,2024-01-23,cash,26.355,USD,LB,8596265311
396911,Cosmaline,2024-01-19,2024-01-24,cash,14.71,USD,LB,8596265312
396912,Aramex,2024-01-19,2024-01-23,cash,15.385,USD,LB,8596265313
396913,Aramex,2024-01-19,2024-01-23,cash,7.85,USD,LB,8596265314
396914,Aramex,2024-01-19,2024-01-26,cash,4.655,USD,LB,8596265315
396915,Aramex,2024-01-19,2024-01-23,cash,24.99,USD,LB,8596265316
396916,Aramex,2024-01-19,2024-01-24,cash,12.725,USD,LB,8596265317
396917,Aramex,2024-01-19,2024-01-30,cash,20.11,USD,LB,8596265318
396918,Aramex,2024-01-19,2024-01-23,cash,3.95,USD,LB,8596265319
396919,Aramex,2024-01-19,2024-01-23,cash,5.8,USD,LB,8596265320
396920,Cosmaline,2024-01-19,2024-02-12,cash,10.725,USD,LB,8596265321
396921,Aramex,2024-01-19,2024-01-24,cash,13.425,USD,LB,8596265322
396922,Aramex,2024-01-19,2024-01-24,cash,12.875,USD,LB,8596265323
396923,Aramex,2024-01-19,2024-01-23,cash,7.1,USD,LB,8596265324
396924,Aramex,2024-01-19,2024-01-24,cash,8.125,USD,LB,8596265325
396925,Aramex,2024-01-19,2024-01-23,cash,13.62,USD,LB,8596265326
396926,Aramex,2024-01-19,2024-01-23,cash,13.375,USD,LB,8596265327
396927,Aramex,2024-01-19,2024-01-23,cash,7.99,USD,LB,8596265328
396928,Aramex,2024-01-19,2024-01-24,cash,30.575,USD,LB,8596265329
396929,Aramex,2024-01-19,2024-01-23,cash,15.535,USD,LB,8596265330
396930,Aramex,2024-01-19,2024-01-24,cash,24.54,USD,LB,8596265331
396931,Aramex,2024-01-19,2024-01-23,cash,13.25,USD,LB,8596265332
396932,Aramex,2024-01-19,2024-01-23,cash,13.155,USD,LB,8596265333
396933,Aramex,2024-01-19,2024-01-24,cash,13.1,USD,LB,8596265334
396934,Cosmaline,2024-01-19,2024-02-13,cash,39.15,USD,LB,8596265335
396935,Aramex,2024-01-19,2024-01-24,cash,21.235,USD,LB,8596265336
396936,Cosmaline,2024-01-19,2024-02-20,cash,18.3,USD,LB,8596265337
396937,Aramex,2024-01-19,2024-01-23,cash,2.075,USD,LB,8596265338
396938,Aramex,2024-01-19,2024-01-24,cash,5.125,USD,LB,8596265339
396939,Aramex,2024-01-19,2024-01-23,cash,14.905,USD,LB,8596265340
396940,Aramex,2024-01-19,2024-01-23,cash,6.075,USD,LB,8596265341
396941,Aramex,2024-01-19,2024-01-23,cash,13.725,USD,LB,8596265342
396942,Cosmaline,2024-01-19,2024-02-20,cash,14.0,USD,LB,8596265343
396943,Aramex,2024-01-19,2024-01-23,cash,6.205,USD,LB,8596265344
396944,Aramex,2024-01-19,2024-01-23,cash,13.515,USD,LB,8596265345
396945,Aramex,2024-01-19,2024-01-31,cash,10.34,USD,LB,8596265346
396946,Aramex,2024-01-19,2024-01-23,cash,15.5,USD,LB,8596265347
396947,Aramex,2024-01-19,2024-01-23,cash,5.8,USD,LB,8596265348
396948,Aramex,2024-01-19,2024-01-23,cash,9.69,USD,LB,8596265349
396949,Aramex,2024-01-19,2024-01-23,cash,4.095,USD,LB,8596265350
396950,Aramex,2024-01-19,2024-01-24,cash,7.12,USD,LB,8596265351
396951,Aramex,2024-01-19,2024-01-30,cash,5.8,USD,LB,8596265352
396952,Aramex,2024-01-19,2024-01-24,cash,14.775,USD,LB,8596265353
396953,Aramex,2024-01-19,2024-01-25,cash,7.655,USD,LB,8596265354
396954,Aramex,2024-01-19,2024-01-24,cash,27.25,USD,LB,8596265355
396955,Aramex,2024-01-19,2024-01-24,cash,10.685,USD,LB,8596265356
396956,Aramex,2024-01-20,2024-01-24,cash,14.41,USD,LB,8596265357
396957,Aramex,2024-01-20,2024-01-25,cash,7.775,USD,LB,8596265358
396958,Aramex,2024-01-20,2024-01-25,cash,4.6,USD,LB,8596265359
396959,Aramex,2024-01-20,2024-01-24,cash,3.35,USD,LB,8596265360
396960,Aramex,2024-01-20,2024-01-26,cash,12.68,USD,LB,8596265361
396961,Aramex,2024-01-20,2024-01-24,cash,10.775,USD,LB,8596265362
396962,Aramex,2024-01-20,2024-01-24,cash,9.685,USD,LB,8596265363
396963,Aramex,2024-01-20,2024-01-24,cash,12.22,USD,LB,8596265364
396964,Aramex,2024-01-20,2024-01-23,cash,18.615,USD,LB,8596265365
396965,Aramex,2024-01-20,2024-01-26,cash,13.325,USD,LB,8596265366
396966,Aramex,2024-01-20,2024-01-24,cash,14.685,USD,LB,8596265367
396967,Cosmaline,2024-01-20,2024-02-20,cash,0.0,USD,LB,8596265368
396968,Aramex,2024-01-20,2024-01-24,cash,27.34,USD,LB,8596265369
396969,Aramex,2024-01-20,2024-01-25,cash,7.505,USD,LB,8596265370
396970,Aramex,2024-01-20,2024-01-25,cybersource,27.975,USD,LB,8596265371
396971,Cosmaline,2024-01-20,2024-02-20,cash,13.075,USD,LB,8596265372
396972,Cosmaline,2024-01-20,2024-02-05,cash,10.975,USD,LB,8596265373
396973,Aramex,2024-01-20,2024-01-25,cash,12.25,USD,LB,8596265374
396974,Cosmaline,2024-01-20,2024-02-13,cash,16.625,USD,LB,8596265375
396975,Aramex,2024-01-20,2024-01-23,cash,3.7,USD,LB,8596265376
396976,Aramex,2024-01-20,2024-01-24,cash,16.98,USD,LB,8596265377
396977,Cosmaline,2024-01-20,2024-02-20,cash,20.485,USD,LB,8596265378
396978,Aramex,2024-01-20,2024-01-24,cash,12.6,USD,LB,8596265379
396979,Aramex,2024-01-20,2024-01-23,cash,10.775,USD,LB,8596265380
396980,Aramex,2024-01-20,2024-01-26,cash,4.825,USD,LB,8596265381
396981,Aramex,2024-01-20,2024-01-24,cash,13.43,USD,LB,8596265382
396982,Aramex,2024-01-20,2024-01-25,cash,12.675,USD,LB,8596265383
396983,Aramex,2024-01-20,2024-01-23,cash,6.8,USD,LB,8596265384
396984,Cosmaline,2024-01-20,2024-01-30,cybersource,15.49,USD,LB,8596265385
396985,Aramex,2024-01-20,2024-01-26,cash,13.65,USD,LB,8596265386
396986,Aramex,2024-01-20,2024-01-24,cash,10.06,USD,LB,8596265387
396987,Aramex,2024-01-20,2024-01-25,cash,12.525,USD,LB,8596265388
396988,Cosmaline,2024-01-20,2024-02-20,cash,7.61,USD,LB,8596265389
396989,Aramex,2024-01-20,2024-01-26,cash,12.425,USD,LB,8596265390
396990,Aramex,2024-01-20,2024-01-24,cash,12.905,USD,LB,8596265391
396991,Cosmaline,2024-01-20,2024-01-26,cash,50.58,USD,LB,8596265392
396992,Aramex,2024-01-20,2024-01-25,cash,12.61,USD,LB,8596265393
396993,Aramex,2024-01-20,2024-01-25,cash,12.815,USD,LB,8596265394
396994,Aramex,2024-01-20,2024-01-25,cash,12.615,USD,LB,8596265395
396995,Aramex,2024-01-20,2024-01-24,cash,27.26,USD,LB,8596265396
396996,Aramex,2024-01-20,2024-01-24,cash,6.61,USD,LB,8596265397
396997,Aramex,2024-01-20,2024-01-25,cash,6.3,USD,LB,8596265398
396998,Cosmaline,2024-01-20,2024-02-12,cash,6.44,USD,LB,8596265399
396999,Aramex,2024-01-20,2024-01-24,cash,13.38,USD,LB,8596265400
397000,Aramex,2024-01-20,2024-01-24,cash,15.27,USD,LB,8596265401
397001,Cosmaline,2024-01-20,2024-01-30,cash,34.7,USD,LB,8596265402
397002,Aramex,2024-01-20,2024-01-30,cash,5.42,USD,LB,8596265403
397003,Aramex,2024-01-20,2024-01-24,cash,5.45,USD,LB,8596265404
397004,Aramex,2024-01-20,2024-01-24,cash,12.86,USD,LB,8596265405
397005,Aramex,2024-01-20,2024-02-05,cash,12.725,USD,LB,8596265406
397006,Aramex,2024-01-20,2024-01-24,cash,11.41,USD,LB,8596265407
397007,Aramex,2024-01-20,2024-01-24,cash,15.04,USD,LB,8596265408
397008,Aramex,2024-01-20,2024-01-26,cash,3.21,USD,LB,8596265409
397009,Aramex,2024-01-20,2024-01-24,cash,15.215,USD,LB,8596265410
397010,Aramex,2024-01-20,2024-01-25,cash,3.35,USD,LB,8596265411
397011,Aramex,2024-01-20,2024-01-25,cash,14.6,USD,LB,8596265412
397012,Aramex,2024-01-20,2024-01-25,cash,5.125,USD,LB,8596265413
397013,Aramex,2024-01-20,2024-01-24,cash,13.05,USD,LB,8596265414
397014,Aramex,2024-01-20,2024-01-25,cash,10.995,USD,LB,8596265415
397015,Cosmaline,2024-01-20,2024-02-20,cash,39.495,USD,LB,8596265416
397016,Aramex,2024-01-20,2024-01-24,cash,2.0,USD,LB,8596265417
397017,Aramex,2024-01-20,2024-01-29,cash,6.65,USD,LB,8596265418
397018,Aramex,2024-01-20,2024-01-24,cash,8.84,USD,LB,8596265419
397019,Aramex,2024-01-20,2024-01-24,cash,4.06,USD,LB,8596265420
397020,Aramex,2024-01-20,2024-01-26,cash,10.0,USD,LB,8596265421
397021,Aramex,2024-01-20,2024-02-15,cash,11.4,USD,LB,8596265422
397022,Aramex,2024-01-20,2024-01-24,cash,7.205,USD,LB,8596265423
397023,Aramex,2024-01-20,2024-01-24,cash,4.675,USD,LB,8596265424
397024,Aramex,2024-01-20,2024-01-25,cash,11.145,USD,LB,8596265425
397025,Cosmaline,2024-01-20,2024-02-20,cash,14.325,USD,LB,8596265426
397026,Aramex,2024-01-20,2024-01-24,cash,13.195,USD,LB,8596265427
397027,Aramex,2024-01-20,2024-01-24,cash,13.415,USD,LB,8596265428
397028,Aramex,2024-01-20,2024-01-24,cash,10.285,USD,LB,8596265429
397029,Aramex,2024-01-20,2024-01-25,cybersource,10.935,USD,LB,8596265430
397030,Aramex,2024-01-20,2024-01-24,cash,17.05,USD,LB,8596265431
397031,Aramex,2024-01-20,2024-01-24,cash,13.165,USD,LB,8596265432
397032,Cosmaline,2024-01-20,2024-01-25,cash,7.195,USD,LB,8596265433
397033,Aramex,2024-01-20,2024-01-24,cash,3.125,USD,LB,8596265434
397034,Aramex,2024-01-20,2024-01-24,cash,4.79,USD,LB,8596265435
397035,Aramex,2024-01-20,2024-01-26,cash,11.5,USD,LB,8596265436
397036,Aramex,2024-01-20,2024-01-24,cash,15.075,USD,LB,8596265437
397037,Aramex,2024-01-20,2024-01-25,cash,17.25,USD,LB,8596265438
397038,Cosmaline,2024-01-20,2024-02-20,cash,18.635,USD,LB,8596265439
397039,Aramex,2024-01-20,2024-01-25,cash,4.525,USD,LB,8596265440
397040,Aramex,2024-01-20,2024-01-27,cash,12.96,USD,LB,8596265441
397041,Aramex,2024-01-20,2024-01-24,cash,10.675,USD,LB,8596265442
397042,Aramex,2024-01-20,2024-01-26,cash,6.675,USD,LB,8596265443
397043,Aramex,2024-01-20,2024-01-24,cash,13.7,USD,LB,8596265444
397044,Aramex,2024-01-20,2024-01-30,cash,10.19,USD,LB,8596265445
397045,Aramex,2024-01-20,2024-01-24,cash,21.675,USD,LB,8596265446
397046,Aramex,2024-01-20,2024-01-25,cash,6.675,USD,LB,8596265447
397047,Aramex,2024-01-20,2024-01-24,cash,5.8,USD,LB,8596265448
397048,Aramex,2024-01-20,2024-01-24,cash,11.475,USD,LB,8596265449
397049,Aramex,2024-01-20,2024-01-24,cash,6.675,USD,LB,8596265450
397050,Aramex,2024-01-20,2024-01-24,cash,13.255,USD,LB,8596265451
397051,Aramex,2024-01-20,2024-01-24,cash,15.46,USD,LB,8596265452
397052,Aramex,2024-01-20,2024-01-27,cash,3.02,USD,LB,8596265453
397053,Aramex,2024-01-20,2024-01-24,cash,14.725,USD,LB,8596265454
397054,Aramex,2024-01-20,2024-01-24,cash,12.85,USD,LB,8596265455
397055,Aramex,2024-01-20,2024-01-24,cash,7.28,USD,LB,8596265456
397056,Cosmaline,2024-01-20,2024-01-30,cash,25.15,USD,LB,8596265457
397057,Aramex,2024-01-20,2024-01-25,cash,16.26,USD,LB,8596265458
397058,Aramex,2024-01-20,2024-01-24,cash,12.52,USD,LB,8596265459
397059,Aramex,2024-01-20,2024-01-25,cash,15.91,USD,LB,8596265460
397060,Aramex,2024-01-20,2024-01-24,cash,6.925,USD,LB,8596265461
